Day,Month,Year,demand,RRP,min_temperature,max_temperature,solar_exposure,school_day
16,6,2018,124351.23,81.8,6.9,13.1,7.1,Y
17,6,2018,120785.6,62.27,8.0,13.1,5.1,Y
18,6,2018,138518.73,112.5,9.5,12.0,5.9,Y
19,6,2018,143830.12,110.06,3.0,14.5,9.0,Y
20,6,2018,141305.88,91.29,4.3,15.3,8.0,Y
21,6,2018,143542.02,141.56,4.0,15.1,9.1,Y
22,6,2018,140296.4,131.56,4.3,15.0,8.5,Y
23,6,2018,132165.42,98.84,6.0,12.8,3.9,Y
24,6,2018,125850.58,95.16,9.0,13.1,5.7,Y
25,6,2018,141972.72,120.28,8.4,12.6,7.8,Y
26,6,2018,142842.4,102.35,8.4,14.1,6.6,Y
27,6,2018,148100.13,102.42,4.8,11.2,6.0,Y
28,6,2018,150445.47,112.8,5.3,10.6,5.2,Y
29,6,2018,139188.48,78.81,6.1,12.5,6.1,N
30,6,2018,125394.42,72.96,9.4,14.2,4.9,N
1,7,2018,124313.07,83.37,3.5,14.7,8.8,N
2,7,2018,140713.26,87.32,2.4,14.6,9.4,N
3,7,2018,135759.28,64.59,4.1,14.3,6.7,N
4,7,2018,128580.98,57.01,10.4,17.1,6.0,N
5,7,2018,125861.6,52.74,12.7,18.7,2.8,N
6,7,2018,124242.52,52.97,12.5,15.2,8.3,N
7,7,2018,119717.44,45.21,9.6,12.9,6.5,N
8,7,2018,114562.22,47.89,9.3,13.9,6.2,N
9,7,2018,133874.48,80.83,10.1,13.8,8.1,N
10,7,2018,140342.99,94.62,9.3,11.5,5.4,N
11,7,2018,143461.12,81.95,6.6,11.6,6.0,N
12,7,2018,145767.1,111.82,4.3,11.3,7.5,N
13,7,2018,140542.95,104.65,5.8,13.9,9.3,N
14,7,2018,124491.53,85.8,4.4,15.5,10.0,N
15,7,2018,119464.32,67.79,6.0,13.8,9.8,N
16,7,2018,137446.75,87.63,7.9,12.6,4.5,N
17,7,2018,131367.09,71.12,9.1,17.5,9.2,Y
18,7,2018,132856.72,72.34,6.2,15.2,10.3,Y
19,7,2018,133778.44,83.93,8.7,17.6,8.5,Y
20,7,2018,135728.41,88.91,7.2,12.1,7.2,Y
21,7,2018,125928.62,91.7,6.7,14.0,7.2,Y
22,7,2018,114186.8,73.14,8.0,14.8,10.5,Y
23,7,2018,134664.66,80.36,8.4,15.4,6.9,Y
24,7,2018,132967.19,71.12,8.6,15.6,7.1,Y
25,7,2018,135308.29,76.47,8.3,15.7,9.3,Y
26,7,2018,137634.12,86.41,7.7,15.1,8.9,Y
27,7,2018,130119.5,71.87,9.2,19.5,10.3,Y
28,7,2018,116942.94,57.98,8.4,18.6,9.3,Y
29,7,2018,111555.0,29.41,10.8,14.6,10.0,Y
30,7,2018,135422.13,60.04,8.2,12.6,7.3,Y
31,7,2018,129520.0,60.91,8.3,16.2,10.2,Y
1,8,2018,134004.96,78.76,9.9,14.8,11.4,Y
2,8,2018,129025.0,68.08,4.9,16.1,11.7,Y
3,8,2018,129740.31,79.41,7.8,18.4,6.3,Y
4,8,2018,116238.18,44.89,8.0,15.3,8.7,Y
5,8,2018,104912.38,37.44,10.6,17.6,11.2,Y
6,8,2018,127198.78,83.71,9.4,13.8,8.5,Y
7,8,2018,131851.02,75.54,7.3,14.8,9.6,Y
8,8,2018,131939.5,89.69,9.6,16.0,7.2,Y
9,8,2018,135670.99,82.76,5.6,15.4,8.6,Y
10,8,2018,121875.36,58.05,9.4,20.0,11.8,Y
11,8,2018,119988.74,64.6,8.1,14.7,7.4,Y
12,8,2018,115231.85,48.79,5.4,14.8,10.4,Y
13,8,2018,127541.57,79.76,7.9,14.9,8.6,Y
14,8,2018,121073.45,69.13,9.4,16.7,13.2,Y
15,8,2018,122602.12,67.8,11.5,18.4,10.1,Y
16,8,2018,131137.06,95.27,8.7,14.7,9.2,Y
17,8,2018,125189.54,77.62,7.7,15.9,12.2,Y
18,8,2018,116571.26,38.3,8.9,13.8,10.4,Y
19,8,2018,119707.93,50.45,6.7,11.9,9.3,Y
20,8,2018,138918.38,102.34,5.5,12.4,6.5,Y
21,8,2018,138424.25,119.23,8.6,12.4,7.7,Y
22,8,2018,136240.84,104.82,8.7,14.0,8.5,Y
23,8,2018,131956.72,89.58,5.6,16.0,11.1,Y
24,8,2018,130210.94,97.47,4.8,15.4,14.7,Y
25,8,2018,116471.77,118.49,3.9,15.2,14.9,Y
26,8,2018,111436.26,105.46,4.9,14.7,12.3,Y
27,8,2018,131280.85,105.01,6.8,12.9,12.4,Y
28,8,2018,139563.09,119.82,1.9,11.2,11.7,Y
29,8,2018,136032.16,118.38,0.8,12.5,15.5,Y
30,8,2018,139752.55,97.17,4.8,16.7,5.1,Y
31,8,2018,130466.92,122.43,8.9,16.0,6.8,Y
1,9,2018,116344.57,104.03,10.5,13.4,7.4,Y
2,9,2018,118402.9,137.13,5.0,12.3,11.2,Y
3,9,2018,131449.0,139.52,5.0,13.1,14.7,Y
4,9,2018,128192.08,119.57,3.4,19.5,14.7,Y
5,9,2018,118307.15,111.54,8.1,20.2,14.5,Y
6,9,2018,116467.37,138.91,13.8,20.6,9.5,Y
7,9,2018,123583.52,161.51,8.7,15.1,14.7,Y
8,9,2018,109948.62,109.29,4.2,17.5,16.2,Y
9,9,2018,107838.95,67.62,8.6,18.1,7.3,Y
10,9,2018,123132.62,92.62,13.4,18.0,10.2,Y
11,9,2018,111096.53,67.33,9.1,24.2,17.7,Y
12,9,2018,112935.04,83.69,11.7,18.5,15.8,Y
13,9,2018,117880.56,84.98,7.1,19.7,18.2,Y
14,9,2018,111213.15,35.22,10.9,22.7,18.2,Y
15,9,2018,108632.35,14.67,10.2,13.7,6.3,Y
16,9,2018,113030.0,81.64,5.5,14.0,15.3,Y
17,9,2018,118208.24,70.69,6.7,18.1,18.7,Y
18,9,2018,119622.29,85.45,11.0,20.3,8.0,Y
19,9,2018,123787.77,101.0,8.5,14.7,16.1,Y
20,9,2018,125335.57,115.43,3.8,17.4,18.5,Y
21,9,2018,120372.48,110.81,8.3,18.9,16.6,N
22,9,2018,107731.72,83.49,6.8,17.3,19.7,N
23,9,2018,107332.1,79.78,10.4,13.7,11.6,N
24,9,2018,119535.72,93.76,4.6,14.9,17.2,N
25,9,2018,124797.08,118.66,8.6,13.6,12.2,N
26,9,2018,119238.34,120.86,6.4,17.6,20.8,N
27,9,2018,110878.67,99.29,9.2,24.2,20.8,N
28,9,2018,108622.42,90.21,10.7,15.2,10.2,N
29,9,2018,109315.07,86.16,5.5,14.0,17.0,N
30,9,2018,106236.23,86.88,6.8,16.5,19.8,N
1,10,2018,114466.64,111.12,4.7,23.3,21.4,N
2,10,2018,114458.21,104.94,11.4,25.8,13.4,N
3,10,2018,115490.84,122.09,14.7,18.1,10.9,N
4,10,2018,115294.12,97.5,10.9,14.6,12.5,N
5,10,2018,112576.55,105.29,9.1,20.5,22.5,N
6,10,2018,102988.15,100.1,8.3,23.8,22.7,N
7,10,2018,100476.71,87.87,10.3,24.7,21.2,N
8,10,2018,113945.5,87.1,13.5,28.2,22.7,N
11,10,2018,110432.33,85.63,6.4,20.7,23.7,Y
12,10,2018,110457.34,88.47,8.7,22.7,23.9,Y
13,10,2018,96584.74,74.62,10.5,24.9,23.2,Y
14,10,2018,90918.62,56.86,12.4,27.3,22.1,Y
15,10,2018,108070.27,79.18,19.5,27.5,19.4,Y
16,10,2018,113889.41,89.03,20.0,23.1,6.1,Y
17,10,2018,112592.26,122.2,16.1,22.6,15.1,Y
18,10,2018,112806.58,165.78,14.7,20.7,10.5,Y
19,10,2018,107940.16,101.66,12.8,27.4,23.0,Y
20,10,2018,99368.85,96.29,11.7,16.1,9.8,Y
21,10,2018,98427.53,81.92,7.6,19.2,22.7,Y
22,10,2018,105893.62,84.18,8.9,27.0,25.7,Y
23,10,2018,109241.56,90.94,13.0,18.8,16.7,Y
24,10,2018,111423.36,93.34,9.2,15.5,19.7,Y
25,10,2018,112414.39,115.43,6.4,19.5,25.0,Y
26,10,2018,111145.12,111.2,9.6,18.3,23.7,Y
27,10,2018,97973.98,98.83,11.3,19.6,20.5,Y
28,10,2018,95624.02,110.22,9.3,15.9,22.8,Y
29,10,2018,110196.61,142.34,9.1,17.0,25.6,Y
30,10,2018,113459.02,149.08,8.3,25.2,25.8,Y
31,10,2018,114402.74,121.62,13.0,19.5,16.7,Y
1,11,2018,119350.66,101.79,12.8,34.3,14.2,Y
2,11,2018,116793.86,79.02,16.3,31.6,13.4,Y
3,11,2018,93859.28,74.73,12.6,20.9,19.9,Y
4,11,2018,96432.62,90.9,9.2,20.9,19.7,Y
5,11,2018,107014.08,104.63,14.5,28.6,15.8,Y
6,11,2018,100696.56,115.78,16.3,21.4,7.8,Y
7,11,2018,106387.2,95.57,11.1,17.2,18.2,Y
8,11,2018,109430.37,91.88,7.7,17.0,22.7,Y
9,11,2018,112506.95,101.73,8.0,20.0,14.8,Y
10,11,2018,100203.55,86.73,9.0,20.3,27.3,Y
11,11,2018,94602.89,76.67,9.3,19.6,29.1,Y
12,11,2018,114159.6,105.45,10.9,30.2,17.5,Y
13,11,2018,120185.26,111.57,16.9,30.5,18.4,Y
14,11,2018,116487.58,119.62,14.8,17.3,7.2,Y
15,11,2018,108628.34,96.5,13.7,18.1,23.8,Y
16,11,2018,107405.92,97.77,8.3,19.0,29.8,Y
17,11,2018,90498.92,83.27,9.6,18.1,29.9,Y
18,11,2018,92043.13,89.25,9.8,26.6,30.1,Y
19,11,2018,113978.54,104.47,15.4,30.9,27.5,Y
20,11,2018,118330.62,110.72,22.5,27.6,5.5,Y
21,11,2018,106618.19,100.43,12.3,23.2,24.2,Y
22,11,2018,107278.83,77.21,9.7,16.4,20.3,Y
23,11,2018,113582.6,93.53,11.0,14.5,3.5,Y
24,11,2018,101352.12,110.51,11.1,16.9,15.8,Y
25,11,2018,96240.41,116.46,12.7,18.8,20.5,Y
26,11,2018,110547.61,112.21,11.9,18.6,25.5,Y
27,11,2018,109706.42,109.76,14.4,20.0,23.3,Y
28,11,2018,106684.82,98.18,14.4,20.8,18.0,Y
29,11,2018,112586.74,116.33,13.9,18.7,21.1,Y
30,11,2018,110031.82,106.29,14.7,20.8,28.0,Y
1,12,2018,100725.24,71.1,10.3,31.7,30.8,Y
2,12,2018,88903.06,24.46,12.2,19.5,18.9,Y
3,12,2018,107666.3,71.13,13.3,23.6,13.4,Y
4,12,2018,111718.08,92.95,13.4,20.5,28.2,Y
5,12,2018,114225.12,86.81,13.4,25.2,31.1,Y
6,12,2018,135452.26,125.31,14.5,35.5,31.3,Y
7,12,2018,156648.41,177.86,25.1,38.0,27.1,Y
8,12,2018,121237.47,113.37,22.7,30.3,11.0,Y
9,12,2018,102161.12,80.19,16.0,20.1,11.8,Y
10,12,2018,110803.76,95.23,15.8,20.6,28.5,Y
11,12,2018,114413.78,118.64,13.0,23.6,31.6,Y
12,12,2018,129715.46,199.18,16.0,33.6,29.4,Y
13,12,2018,114986.33,101.86,16.9,21.1,6.0,Y
14,12,2018,110025.46,92.96,16.4,22.7,13.7,Y
15,12,2018,102577.14,101.63,17.2,24.8,17.5,Y
16,12,2018,99110.78,101.45,15.8,23.5,16.3,Y
17,12,2018,112804.4,101.4,15.6,21.8,23.2,Y
18,12,2018,113485.11,104.72,16.7,20.8,21.1,Y
19,12,2018,119907.24,117.71,16.8,26.9,16.6,Y
20,12,2018,111880.52,75.56,16.9,21.2,14.8,Y
21,12,2018,102075.92,65.93,15.4,20.9,9.6,N
22,12,2018,92725.74,69.25,14.1,19.1,27.8,N
23,12,2018,94938.4,65.61,11.5,26.9,32.3,N
24,12,2018,112358.82,96.82,14.3,34.2,32.3,N
25,12,2018,98191.66,55.24,15.8,23.9,32.2,N
26,12,2018,100017.2,77.58,13.3,23.8,32.3,N
27,12,2018,129749.14,102.31,16.2,37.4,29.3,N
28,12,2018,133831.37,121.46,21.9,36.4,19.1,N
29,12,2018,108290.11,91.72,21.0,23.9,5.7,N
30,12,2018,99613.86,84.17,18.2,22.7,9.9,N
31,12,2018,103381.92,84.9,17.3,23.5,31.3,N
1,1,2019,98933.06,78.56,15.5,26.2,31.7,N
2,1,2019,106470.68,92.2,18.4,22.2,26.3,N
3,1,2019,118789.6,127.38,15.9,29.5,27.6,N
4,1,2019,133288.46,121.02,18.0,42.6,27.4,N
5,1,2019,97262.79,83.49,17.4,21.2,12.9,N
6,1,2019,93606.22,65.77,14.6,22.1,30.9,N
7,1,2019,109874.9,85.08,17.1,23.1,30.2,N
8,1,2019,113446.1,104.91,16.7,24.1,28.9,N
9,1,2019,105483.44,91.85,16.1,20.5,28.4,N
10,1,2019,108078.7,96.41,13.5,21.4,25.8,N
11,1,2019,119728.64,116.31,12.9,30.4,31.5,N
12,1,2019,108628.96,89.0,17.7,24.7,28.6,N
13,1,2019,101853.24,75.27,14.4,30.5,31.3,N
14,1,2019,147070.54,188.2,18.7,32.3,31.1,N
15,1,2019,152496.25,222.44,19.4,30.4,22.3,N
16,1,2019,136971.76,178.08,19.8,26.7,17.5,N
17,1,2019,145211.49,175.35,20.7,32.5,6.0,N
18,1,2019,134898.21,137.85,22.3,28.7,2.6,N
19,1,2019,101692.45,80.79,16.5,23.5,30.2,N
20,1,2019,102283.13,86.61,15.2,22.9,29.2,N
21,1,2019,130517.97,176.69,18.4,25.1,28.2,N
22,1,2019,141444.78,278.78,19.0,26.8,29.3,N
23,1,2019,125501.15,154.47,18.7,23.9,27.4,N
24,1,2019,155891.34,4549.65,17.3,40.8,30.0,N
25,1,2019,168894.84,906.44,21.1,42.8,25.3,N
26,1,2019,114818.66,163.73,19.9,26.1,27.7,N
27,1,2019,99801.58,86.4,18.4,27.8,21.1,N
28,1,2019,112374.63,150.95,15.5,34.5,29.4,N
29,1,2019,138455.46,183.4,17.5,36.8,27.7,N
30,1,2019,142113.38,188.74,18.0,38.1,19.9,N
31,1,2019,110277.21,107.52,17.2,21.5,27.8,Y
1,2,2019,104422.79,117.68,12.6,24.2,28.8,Y
2,2,2019,124749.06,240.95,15.0,34.4,27.5,Y
3,2,2019,133287.59,186.92,19.1,38.2,26.1,Y
4,2,2019,119168.96,110.15,20.0,22.7,9.3,Y
5,2,2019,119702.04,92.7,17.7,26.9,14.6,Y
6,2,2019,140497.82,143.46,18.5,34.7,22.8,Y
7,2,2019,141593.55,147.69,20.7,28.3,25.1,Y
8,2,2019,117327.5,107.85,18.1,23.1,21.1,Y
9,2,2019,95668.77,44.18,14.6,19.7,13.6,Y
10,2,2019,94786.72,86.44,13.0,23.3,23.5,Y
11,2,2019,114085.64,97.72,14.4,27.5,18.6,Y
12,2,2019,107697.2,57.34,18.4,21.5,12.4,Y
13,2,2019,106692.85,85.98,11.8,19.2,23.7,Y
14,2,2019,107655.08,108.29,12.3,23.2,24.2,Y
15,2,2019,113910.46,114.77,14.8,22.8,23.1,Y
16,2,2019,106467.24,127.48,16.1,23.2,24.2,Y
17,2,2019,108470.93,110.49,15.0,29.0,20.0,Y
18,2,2019,116995.07,104.46,18.0,23.6,16.9,Y
19,2,2019,110531.6,105.1,13.7,20.2,21.4,Y
20,2,2019,108972.3,111.05,13.5,23.2,20.8,Y
21,2,2019,110235.34,114.36,14.0,20.4,16.2,Y
22,2,2019,109901.76,103.04,15.5,21.2,23.9,Y
23,2,2019,99890.25,77.03,16.4,25.8,24.0,Y
24,2,2019,106877.86,87.18,13.8,32.9,24.6,Y
25,2,2019,133476.61,139.96,18.0,34.2,24.4,Y
26,2,2019,123114.11,115.94,17.9,22.3,21.0,Y
27,2,2019,125272.27,123.79,12.9,25.7,24.0,Y
28,2,2019,150472.25,160.94,16.3,36.8,23.4,Y
1,3,2019,163682.04,1284.8,22.6,38.1,22.3,Y
2,3,2019,146265.12,132.49,22.3,36.3,23.4,Y
3,3,2019,138597.69,153.78,25.1,36.0,14.4,Y
4,3,2019,136528.81,135.21,19.0,24.6,21.8,Y
5,3,2019,126073.53,118.26,18.0,24.3,15.5,Y
6,3,2019,108723.62,75.98,13.2,17.2,19.5,Y
7,3,2019,114519.86,103.2,9.7,22.1,21.2,Y
8,3,2019,117281.2,106.94,11.3,26.8,10.2,Y
9,3,2019,106854.93,95.08,13.9,24.7,20.0,Y
10,3,2019,101994.06,74.37,14.3,23.7,10.1,Y
11,3,2019,103219.08,81.47,15.9,21.8,18.6,Y
12,3,2019,110086.7,76.97,15.8,19.2,10.8,Y
13,3,2019,114740.52,122.24,11.9,18.6,15.1,Y
14,3,2019,112785.78,126.79,12.1,20.8,20.6,Y
15,3,2019,111179.12,102.61,11.7,22.2,18.7,Y
16,3,2019,105119.48,95.25,12.2,25.6,20.1,Y
17,3,2019,105669.04,103.96,14.2,25.6,19.2,Y
18,3,2019,121954.38,111.15,16.5,28.2,18.9,Y
19,3,2019,123290.83,113.64,16.9,23.4,12.7,Y
20,3,2019,123994.3,127.28,19.3,23.4,11.1,Y
21,3,2019,124181.41,115.46,18.2,24.3,12.5,Y
22,3,2019,128305.64,111.24,18.7,28.6,15.3,Y
23,3,2019,109147.65,98.95,19.9,31.3,13.6,Y
24,3,2019,104226.83,97.86,16.5,29.3,16.9,Y
25,3,2019,107583.94,80.29,14.8,19.0,13.6,Y
26,3,2019,108840.18,95.57,12.3,20.3,15.9,Y
27,3,2019,113307.6,114.16,11.1,21.7,17.8,Y
28,3,2019,113923.16,108.46,11.6,27.9,17.8,Y
29,3,2019,110768.28,83.99,14.6,28.5,4.9,Y
30,3,2019,101262.66,85.17,9.1,15.6,11.4,Y
31,3,2019,101119.84,94.39,9.4,18.5,8.0,Y
1,4,2019,116817.43,131.33,13.0,17.1,6.6,Y
2,4,2019,114927.21,119.4,7.4,25.9,16.6,Y
3,4,2019,115188.76,112.91,9.4,24.7,10.9,Y
4,4,2019,113763.84,116.76,13.3,21.9,13.9,Y
5,4,2019,111484.73,98.53,14.4,28.5,15.3,N
6,4,2019,102229.65,103.27,16.5,20.1,12.4,N
7,4,2019,93590.43,86.8,9.5,26.5,15.9,N
8,4,2019,108543.64,113.13,12.5,23.1,9.0,N
9,4,2019,111999.04,106.34,11.1,16.3,13.9,N
10,4,2019,120858.98,121.88,10.7,15.8,4.8,N
11,4,2019,116890.61,126.89,11.3,17.3,14.4,N
12,4,2019,114848.77,128.72,6.7,24.9,15.3,N
13,4,2019,105963.56,122.44,10.5,20.7,10.0,N
14,4,2019,98680.0,111.73,11.8,22.5,14.4,N
15,4,2019,114194.96,113.11,12.9,27.4,10.9,N
16,4,2019,115392.88,100.01,17.1,30.3,14.4,N
17,4,2019,117281.13,100.11,22.1,30.0,12.8,N
18,4,2019,111360.07,84.83,13.2,17.7,12.8,N
19,4,2019,95967.4,78.14,8.6,22.1,14.0,N
20,4,2019,95654.36,66.87,10.2,30.2,13.9,N
21,4,2019,94810.66,80.08,14.8,27.0,7.5,N
22,4,2019,100246.51,95.11,13.7,17.6,6.0,N
23,4,2019,114240.88,89.63,11.1,18.5,8.0,N
24,4,2019,113264.23,86.75,14.6,23.2,8.2,Y
25,4,2019,98112.47,62.61,10.2,21.5,10.6,Y
26,4,2019,107226.59,60.92,11.9,15.8,6.9,Y
27,4,2019,105374.93,79.62,8.7,16.2,8.5,Y
28,4,2019,101057.43,86.02,12.4,17.4,5.2,Y
29,4,2019,118307.52,121.03,11.5,18.1,8.4,Y
30,4,2019,110515.6,96.95,7.9,23.1,11.7,Y
1,5,2019,111462.38,90.56,15.6,22.8,7.8,Y
2,5,2019,112948.4,103.59,17.1,20.2,6.2,Y
3,5,2019,110902.19,101.16,11.8,20.7,9.0,Y
4,5,2019,103616.14,103.38,13.0,16.4,8.2,Y
5,5,2019,104770.7,108.1,11.3,16.3,6.5,Y
6,5,2019,121535.48,112.51,11.7,16.7,8.5,Y
7,5,2019,116318.44,94.75,7.4,18.7,11.7,Y
8,5,2019,118801.84,114.53,10.3,17.4,7.3,Y
9,5,2019,122003.34,113.63,9.7,16.2,5.3,Y
10,5,2019,123850.86,93.14,10.2,14.2,2.8,Y
11,5,2019,113186.74,87.04,10.2,16.4,7.7,Y
12,5,2019,110416.88,87.38,12.2,17.7,6.6,Y
13,5,2019,119598.6,77.16,12.7,18.1,8.3,Y
14,5,2019,123005.31,89.82,11.3,20.2,9.0,Y
15,5,2019,126264.78,100.64,12.0,15.8,8.0,Y
16,5,2019,127389.48,98.94,10.5,16.1,9.8,Y
17,5,2019,126934.24,96.78,6.5,18.6,10.7,Y
18,5,2019,112990.63,86.44,6.2,21.5,10.6,Y
19,5,2019,104054.85,76.29,8.9,21.8,10.0,Y
20,5,2019,118733.42,93.34,12.0,19.6,3.1,Y
21,5,2019,121766.77,104.56,11.1,20.4,6.9,Y
22,5,2019,122015.59,115.89,10.7,22.3,10.3,Y
23,5,2019,119118.11,88.39,9.9,21.3,10.2,Y
24,5,2019,118924.76,91.55,13.8,20.2,4.4,Y
25,5,2019,104949.95,74.26,13.7,19.8,9.1,Y
26,5,2019,106153.43,63.9,9.5,15.1,8.6,Y
27,5,2019,130229.3,87.61,7.8,14.0,7.2,Y
28,5,2019,133799.65,79.96,8.2,15.7,3.3,Y
29,5,2019,136301.49,85.0,8.7,10.6,7.9,Y
30,5,2019,138857.13,100.02,6.7,13.3,5.8,Y
31,5,2019,133869.14,100.71,8.5,14.3,5.7,Y
1,6,2019,120653.44,113.24,11.7,14.6,5.8,Y
2,6,2019,118086.93,108.92,11.0,14.5,6.7,Y
3,6,2019,135437.85,115.73,8.2,12.0,3.8,Y
4,6,2019,136149.12,149.12,8.4,12.9,7.9,Y
5,6,2019,137844.82,155.99,8.6,13.0,5.7,Y
6,6,2019,134971.78,162.49,10.2,14.8,7.9,Y
7,6,2019,132003.44,139.2,11.7,16.6,8.0,Y
8,6,2019,117243.63,102.42,6.7,18.7,9.3,Y
9,6,2019,110669.42,69.56,7.8,18.0,8.0,Y
10,6,2019,108133.03,47.49,12.0,19.2,7.6,Y
11,6,2019,122760.92,73.08,9.6,17.9,9.2,Y
12,6,2019,128127.75,85.79,11.9,16.5,1.3,Y
13,6,2019,128535.19,79.52,8.8,17.4,8.9,Y
14,6,2019,128153.2,86.66,10.0,17.3,7.0,Y
15,6,2019,121097.85,104.43,9.0,15.2,6.4,Y
16,6,2019,116811.39,111.28,8.6,16.7,7.5,Y
17,6,2019,129972.91,108.75,6.3,17.9,8.6,Y
18,6,2019,137922.22,101.4,8.0,13.7,5.2,Y
19,6,2019,144737.12,157.03,6.6,11.9,7.0,Y
20,6,2019,148609.6,141.98,6.4,11.3,6.4,Y
21,6,2019,144504.33,123.81,6.5,12.6,8.5,Y
22,6,2019,132829.29,111.61,6.8,11.8,7.3,Y
23,6,2019,133525.32,127.6,3.6,9.6,5.9,Y
24,6,2019,146856.8,117.52,4.2,16.0,9.0,Y
25,6,2019,145807.25,124.05,3.5,17.0,8.9,Y
26,6,2019,139351.56,106.2,4.6,18.0,9.2,Y
27,6,2019,131023.66,77.67,5.9,17.5,9.2,Y
28,6,2019,123546.62,61.82,10.7,19.5,9.2,N
29,6,2019,117924.13,52.91,13.0,17.6,2.6,N
30,6,2019,116150.92,51.9,8.1,14.5,8.5,N
1,7,2019,130565.58,67.2,9.5,14.1,8.3,N
2,7,2019,135866.75,93.11,8.6,15.9,6.6,N
3,7,2019,137327.7,97.29,8.2,13.7,7.5,N
4,7,2019,135182.72,85.9,5.3,13.5,6.9,N
5,7,2019,132774.3,78.72,3.5,19.1,9.0,N
6,7,2019,114660.9,64.99,6.0,19.4,9.3,N
7,7,2019,114469.88,87.75,9.0,18.2,6.1,N
8,7,2019,127307.26,101.94,11.0,16.0,8.2,N
9,7,2019,133803.99,125.1,6.8,15.0,7.2,N
10,7,2019,127092.71,84.78,9.5,15.4,6.7,N
11,7,2019,133131.52,89.22,7.8,14.3,4.6,N
12,7,2019,128384.14,90.97,10.1,15.7,6.2,N
13,7,2019,123954.31,82.19,7.0,12.0,8.3,N
14,7,2019,123740.26,81.78,7.1,13.1,3.8,N
15,7,2019,131739.2,92.27,8.9,14.3,7.6,N
16,7,2019,132941.77,114.6,9.9,13.9,6.4,Y
17,7,2019,135339.82,91.55,9.7,13.7,3.6,Y
18,7,2019,134119.14,85.92,9.0,14.3,7.9,Y
19,7,2019,132101.86,101.57,7.5,15.7,9.6,Y
20,7,2019,111288.9,52.53,8.0,17.1,10.3,Y
21,7,2019,111293.15,60.16,11.3,16.6,8.1,Y
22,7,2019,123618.42,64.59,7.9,15.6,10.6,Y
23,7,2019,129008.62,69.86,9.9,15.2,8.2,Y
24,7,2019,135782.54,87.26,7.0,14.4,7.8,Y
25,7,2019,132940.63,84.08,9.2,14.8,5.2,Y
26,7,2019,136493.13,95.23,11.0,14.0,5.9,Y
27,7,2019,121958.69,94.38,9.8,15.3,8.7,Y
28,7,2019,118413.14,85.71,6.6,15.1,10.2,Y
29,7,2019,133205.18,95.87,8.9,14.6,9.9,Y
30,7,2019,138858.04,110.47,7.9,12.5,8.7,Y
31,7,2019,140275.83,153.27,3.0,12.5,11.3,Y
1,8,2019,137651.14,98.97,5.8,13.8,8.6,Y
2,8,2019,135633.89,106.57,9.7,12.7,7.4,Y
3,8,2019,119933.7,121.53,10.0,13.9,6.2,Y
4,8,2019,120350.22,127.88,9.2,13.1,7.2,Y
5,8,2019,125652.06,108.5,10.0,15.8,10.7,Y
6,8,2019,132120.39,89.43,9.1,13.5,4.5,Y
7,8,2019,136315.38,129.26,9.3,14.1,7.5,Y
8,8,2019,133004.73,95.45,6.7,13.9,9.6,Y
9,8,2019,142555.1,119.96,7.8,10.1,7.3,Y
10,8,2019,128554.61,94.67,5.2,12.5,6.6,Y
