Day,Month,Year,demand,RRP,min_temperature,max_temperature,solar_exposure,school_day
11,8,2019,121028.32,98.1,4.8,12.9,11.4,Y
12,8,2019,136683.4,163.36,6.3,12.0,9.9,Y
13,8,2019,141474.26,267.35,8.8,13.1,7.0,Y
14,8,2019,134681.44,123.85,9.1,13.8,6.7,Y
15,8,2019,128119.72,76.35,7.3,16.2,10.5,Y
16,8,2019,129781.16,100.01,10.6,16.9,6.3,Y
17,8,2019,115460.6,75.49,7.0,16.5,13.4,Y
18,8,2019,110816.38,52.02,8.8,19.4,9.3,Y
19,8,2019,131067.25,81.72,5.8,12.3,12.8,Y
20,8,2019,131438.55,61.93,7.6,17.0,7.2,Y
21,8,2019,120747.08,54.39,11.5,16.6,11.5,Y
22,8,2019,127697.99,89.14,9.6,13.0,11.3,Y
23,8,2019,126763.36,91.1,3.8,15.1,14.5,Y
24,8,2019,107303.48,55.15,7.9,18.0,13.0,Y
25,8,2019,113980.3,119.31,6.5,12.9,13.9,Y
26,8,2019,132704.36,142.18,5.3,14.4,14.7,Y
27,8,2019,130964.88,131.11,4.2,15.3,12.9,Y
28,8,2019,137660.94,140.94,8.3,13.4,5.0,Y
29,8,2019,134233.34,135.25,6.1,13.0,13.2,Y
30,8,2019,131871.08,185.21,2.3,15.3,15.6,Y
31,8,2019,107616.03,79.35,5.0,18.2,15.8,Y
1,9,2019,106779.48,75.51,11.1,19.6,9.4,Y
2,9,2019,121697.38,92.69,10.2,17.6,13.8,Y
3,9,2019,118871.21,114.89,9.2,19.6,16.4,Y
4,9,2019,122652.81,144.39,8.2,18.7,15.1,Y
5,9,2019,120223.17,99.35,8.7,21.2,14.8,Y
6,9,2019,122222.69,67.97,11.3,16.0,10.4,Y
7,9,2019,115200.19,73.47,8.8,12.9,11.3,Y
8,9,2019,116999.07,65.38,8.2,15.1,9.5,Y
9,9,2019,130448.12,92.61,6.8,12.8,14.4,Y
10,9,2019,131665.01,150.03,7.7,14.8,16.1,Y
11,9,2019,121100.04,83.05,5.0,20.8,17.8,Y
12,9,2019,118723.07,76.53,11.1,20.8,11.8,Y
13,9,2019,120349.02,108.21,7.7,18.6,14.0,Y
14,9,2019,103500.96,106.46,9.3,20.0,18.3,Y
15,9,2019,105149.02,87.63,12.4,21.8,8.4,Y
16,9,2019,119362.24,137.47,9.7,12.8,17.7,Y
17,9,2019,124129.44,149.6,3.6,14.8,19.0,Y
18,9,2019,119715.7,151.26,4.3,18.9,19.2,Y
19,9,2019,108102.56,82.44,8.2,24.0,19.4,Y
20,9,2019,107222.34,106.28,15.7,26.2,14.4,N
21,9,2019,101348.35,112.26,14.5,19.4,10.5,N
22,9,2019,102386.53,103.23,7.9,15.5,13.6,N
23,9,2019,121862.89,109.73,8.9,15.2,13.9,N
24,9,2019,125787.33,148.23,8.3,15.1,13.3,N
25,9,2019,124302.93,192.49,8.7,16.6,13.1,N
26,9,2019,117320.18,139.5,8.3,20.3,19.6,N
27,9,2019,106043.02,69.64,12.3,18.8,7.4,N
28,9,2019,108762.31,132.26,7.2,14.9,17.7,N
29,9,2019,104804.09,90.4,9.1,15.8,19.0,N
30,9,2019,121770.82,107.82,10.1,14.1,14.4,N
1,10,2019,117265.28,121.39,4.2,20.5,21.7,N
2,10,2019,110760.82,108.66,9.3,26.5,18.5,N
3,10,2019,109312.85,108.84,15.1,29.7,22.0,N
4,10,2019,117512.56,136.36,12.5,15.2,11.0,N
5,10,2019,101386.01,88.05,7.6,24.3,17.4,N
6,10,2019,93011.34,54.72,12.9,24.8,17.4,N
7,10,2019,113296.31,112.08,11.6,16.4,15.1,N
8,10,2019,117504.78,130.67,9.5,14.2,17.0,Y
9,10,2019,122771.82,131.59,8.5,15.0,19.3,Y
10,10,2019,123692.08,167.98,10.2,14.7,12.6,Y
11,10,2019,115250.5,114.7,9.5,18.9,17.5,Y
12,10,2019,101053.36,93.12,8.2,20.4,20.1,Y
13,10,2019,94744.7,90.16,9.4,23.1,19.6,Y
14,10,2019,110290.12,119.01,13.6,26.7,20.2,Y
15,10,2019,112052.12,123.26,13.0,18.0,20.6,Y
16,10,2019,117533.72,116.34,13.3,20.4,11.4,Y
17,10,2019,116690.04,92.5,9.5,15.2,9.6,Y
18,10,2019,109857.48,76.32,7.3,22.1,23.2,Y
19,10,2019,102032.5,67.01,9.4,15.3,15.8,Y
20,10,2019,102684.52,87.53,10.0,16.4,14.7,Y
21,10,2019,114502.07,111.67,11.5,17.0,19.6,Y
22,10,2019,114108.54,111.45,11.9,19.6,23.7,Y
23,10,2019,114281.62,99.74,8.2,27.9,26.0,Y
24,10,2019,115442.66,82.37,13.0,33.8,26.1,Y
25,10,2019,109130.77,70.88,16.8,21.6,10.0,Y
26,10,2019,96698.28,44.85,9.6,15.5,17.2,Y
27,10,2019,102830.56,87.81,10.3,17.0,10.1,Y
28,10,2019,112634.64,104.09,8.7,21.6,26.3,Y
29,10,2019,111887.4,130.2,9.7,30.5,27.0,Y
30,10,2019,117375.73,130.32,13.8,25.1,27.2,Y
31,10,2019,121752.88,89.66,14.2,33.7,25.5,Y
1,11,2019,130510.91,90.32,20.0,34.3,22.8,Y
2,11,2019,105806.82,90.8,15.8,18.9,2.2,Y
3,11,2019,96867.02,72.4,12.8,20.7,7.8,Y
4,11,2019,107279.84,79.1,9.5,16.2,11.2,Y
5,11,2019,96817.0,66.48,7.7,19.6,27.4,Y
6,11,2019,104381.38,58.45,10.5,24.1,19.9,Y
7,11,2019,115132.64,63.9,11.5,17.7,8.3,Y
8,11,2019,113954.78,81.08,10.3,15.0,16.1,Y
9,11,2019,108924.79,70.47,7.6,14.2,9.8,Y
10,11,2019,101550.04,86.64,10.8,18.1,13.5,Y
11,11,2019,106758.95,66.49,10.0,29.6,27.4,Y
12,11,2019,104303.46,57.07,11.5,17.4,12.7,Y
13,11,2019,112573.54,64.52,9.1,17.3,12.0,Y
14,11,2019,109828.93,74.44,12.1,22.4,19.7,Y
15,11,2019,110954.75,72.07,13.0,18.5,12.4,Y
16,11,2019,97646.12,67.19,9.2,17.2,23.9,Y
17,11,2019,96742.49,66.41,10.8,16.2,24.1,Y
18,11,2019,109148.25,72.28,8.5,26.9,29.9,Y
19,11,2019,112033.87,81.96,11.4,18.6,27.9,Y
20,11,2019,119736.12,83.76,9.4,34.7,30.1,Y
21,11,2019,131312.0,72.82,14.0,40.9,18.8,Y
22,11,2019,109049.37,65.41,13.6,20.0,28.3,Y
23,11,2019,97245.76,49.79,10.1,23.8,24.6,Y
24,11,2019,96778.25,60.76,11.9,23.7,30.6,Y
25,11,2019,113899.3,71.0,11.4,27.4,18.0,Y
26,11,2019,107629.16,47.35,11.4,16.4,22.2,Y
27,11,2019,108417.7,59.04,8.6,24.8,31.0,Y
28,11,2019,112735.88,70.2,11.4,21.1,30.7,Y
29,11,2019,114799.91,79.61,11.9,19.7,21.9,Y
30,11,2019,98959.56,51.06,10.3,18.4,26.7,Y
1,12,2019,100233.98,33.15,12.2,16.8,9.8,Y
2,12,2019,110609.4,29.07,9.8,15.5,18.2,Y
3,12,2019,109094.04,19.17,11.0,22.2,19.2,Y
4,12,2019,107400.7,39.42,12.1,23.0,20.3,Y
5,12,2019,107891.69,45.83,12.3,23.9,20.4,Y
6,12,2019,105028.98,41.38,13.3,20.8,18.2,Y
7,12,2019,95436.3,47.12,11.2,21.0,30.3,Y
8,12,2019,97577.42,43.69,13.8,27.6,30.8,Y
9,12,2019,127910.84,62.72,16.3,38.0,28.6,Y
10,12,2019,109548.62,48.34,14.3,17.2,22.2,Y
11,12,2019,109060.38,57.73,13.4,18.1,21.8,Y
12,12,2019,108599.07,41.65,13.4,18.4,22.7,Y
13,12,2019,107070.61,58.52,11.4,20.9,24.8,Y
14,12,2019,101239.24,65.77,14.1,20.1,10.4,Y
15,12,2019,98723.45,50.94,15.1,21.7,16.4,Y
16,12,2019,114400.06,73.6,13.0,22.6,21.7,Y
17,12,2019,123999.07,83.08,12.6,26.3,29.5,Y
18,12,2019,146990.89,95.8,15.9,40.1,29.3,Y
19,12,2019,125050.61,71.95,17.2,23.3,29.3,Y
20,12,2019,150553.4,243.81,13.7,43.5,31.4,N
21,12,2019,100632.48,44.94,16.9,20.2,28.3,N
22,12,2019,90145.61,34.68,13.1,19.6,31.5,N
23,12,2019,101818.02,47.2,12.1,20.0,29.2,N
24,12,2019,102168.93,57.33,14.1,24.5,31.4,N
25,12,2019,98312.74,42.26,14.0,27.9,32.0,N
26,12,2019,96120.52,41.26,16.5,20.5,26.2,N
27,12,2019,107256.06,56.12,13.6,23.9,31.6,N
28,12,2019,113521.68,63.3,16.7,28.4,20.6,N
29,12,2019,118293.52,87.69,16.8,33.2,31.9,N
30,12,2019,140410.13,295.83,19.7,40.8,18.8,N
31,12,2019,95410.39,46.25,15.3,21.2,29.3,N
1,1,2020,89077.85,50.92,11.8,24.9,31.6,N
2,1,2020,102988.18,69.55,12.8,25.0,31.6,N
3,1,2020,118922.22,65.44,13.7,36.6,30.7,N
4,1,2020,102245.61,28.04,18.6,26.8,22.8,N
5,1,2020,95671.2,18.88,12.7,16.7,5.1,N
6,1,2020,110253.59,56.1,11.9,18.0,2.7,N
7,1,2020,109336.56,59.42,12.6,20.1,7.7,N
8,1,2020,110038.62,53.31,16.8,23.8,26.9,N
9,1,2020,127365.59,86.98,17.9,31.9,29.8,N
10,1,2020,122533.88,65.49,20.1,32.9,10.1,N
11,1,2020,91886.6,22.78,13.5,19.3,18.2,N
12,1,2020,91797.6,45.63,14.2,19.9,21.9,N
13,1,2020,119653.94,76.95,12.7,32.2,28.1,N
14,1,2020,137302.61,88.85,16.7,33.8,27.4,N
15,1,2020,137408.22,63.73,19.5,36.8,20.8,N
16,1,2020,109669.64,33.4,15.7,19.6,18.6,N
17,1,2020,108108.18,39.5,14.4,24.8,24.4,N
18,1,2020,105946.34,52.05,13.9,29.4,27.2,N
19,1,2020,106921.56,60.35,17.5,25.5,23.9,N
20,1,2020,116291.54,45.36,19.1,21.8,8.8,N
21,1,2020,112128.2,53.56,14.8,23.5,28.4,N
22,1,2020,119287.15,45.16,14.1,31.7,12.4,N
23,1,2020,112254.83,-1.76,12.9,22.6,13.4,N
24,1,2020,109316.38,49.48,11.7,24.1,20.6,N
25,1,2020,102445.88,50.13,13.0,27.4,30.0,N
26,1,2020,101233.21,51.42,15.8,23.6,24.0,N
27,1,2020,103134.46,54.45,12.8,23.1,26.1,N
28,1,2020,116190.55,67.17,13.6,25.4,26.5,N
29,1,2020,129812.92,78.27,15.2,31.5,29.5,N
30,1,2020,154816.49,1044.45,16.4,39.4,29.3,Y
31,1,2020,170653.84,2809.44,21.5,42.9,18.3,Y
1,2,2020,131856.31,86.91,23.5,29.3,1.8,Y
2,2,2020,97609.06,14.24,14.2,25.1,21.0,Y
3,2,2020,105004.91,15.31,13.2,17.7,22.7,Y
4,2,2020,107034.07,25.21,11.3,19.7,28.6,Y
5,2,2020,108988.44,42.12,10.8,20.1,27.1,Y
6,2,2020,120569.46,42.77,13.7,25.5,25.0,Y
7,2,2020,120734.85,45.33,16.5,23.2,18.4,Y
8,2,2020,107864.44,28.57,17.4,29.4,27.5,Y
9,2,2020,103857.11,21.56,19.6,28.2,19.9,Y
10,2,2020,122975.46,50.81,18.5,27.7,15.0,Y
11,2,2020,127110.58,61.29,19.5,25.9,19.1,Y
12,2,2020,124618.57,53.24,19.1,27.7,17.3,Y
13,2,2020,139137.19,79.02,19.4,31.7,26.7,Y
14,2,2020,139855.63,79.5,20.3,33.7,10.6,Y
15,2,2020,108300.64,55.67,18.9,19.3,2.4,Y
16,2,2020,100904.27,47.0,16.9,26.4,23.8,Y
17,2,2020,123351.84,64.11,15.2,25.6,26.4,Y
18,2,2020,119178.12,60.6,17.6,21.8,7.3,Y
19,2,2020,109375.22,51.44,13.3,19.7,12.9,Y
20,2,2020,112202.15,58.36,14.2,18.7,15.2,Y
21,2,2020,108949.06,48.66,13.5,19.6,17.1,Y
22,2,2020,96922.02,42.24,11.4,21.1,25.4,Y
23,2,2020,106129.66,51.32,13.3,34.0,21.6,Y
24,2,2020,122619.06,57.23,16.8,23.7,5.4,Y
25,2,2020,123558.42,60.55,18.4,31.6,10.6,Y
26,2,2020,108371.12,45.06,16.2,19.2,19.3,Y
27,2,2020,108675.4,48.54,11.0,19.7,11.1,Y
28,2,2020,110006.97,50.31,13.1,20.1,17.6,Y
29,2,2020,100380.94,51.29,14.7,22.4,22.8,Y
1,3,2020,101413.14,43.75,13.2,32.1,20.8,Y
2,3,2020,106359.96,52.73,14.2,18.4,21.1,Y
3,3,2020,108746.37,49.78,14.7,19.5,15.9,Y
4,3,2020,117505.62,58.52,13.6,23.5,7.1,Y
5,3,2020,119734.64,57.04,15.4,20.3,4.3,Y
6,3,2020,111322.32,53.74,15.9,19.0,12.7,Y
7,3,2020,96850.78,28.02,15.4,20.0,17.1,Y
8,3,2020,92553.29,17.92,13.9,22.4,19.5,Y
9,3,2020,94641.7,22.04,12.3,21.0,19.7,Y
10,3,2020,112142.54,48.06,10.3,22.3,21.9,Y
11,3,2020,118830.14,44.37,12.6,29.5,15.7,Y
12,3,2020,120272.77,39.13,16.6,29.5,19.5,Y
13,3,2020,115075.81,40.13,19.1,26.8,7.3,Y
14,3,2020,96016.19,29.14,13.1,17.9,12.3,Y
15,3,2020,97664.94,31.66,12.7,18.8,10.2,Y
16,3,2020,110586.82,46.67,9.3,26.5,20.6,Y
17,3,2020,115254.18,52.45,11.6,28.2,19.9,Y
18,3,2020,121127.14,51.29,17.7,28.3,9.1,Y
19,3,2020,127266.86,47.56,18.7,30.4,8.2,Y
20,3,2020,111547.6,40.76,16.1,22.7,12.6,Y
21,3,2020,103999.34,47.46,14.6,18.4,10.8,Y
22,3,2020,97449.68,34.62,12.1,18.3,15.2,Y
23,3,2020,112906.94,44.64,12.7,17.1,9.9,Y
24,3,2020,114935.54,49.45,8.5,17.9,15.8,N
25,3,2020,113147.82,43.72,10.8,17.5,7.6,N
26,3,2020,110088.01,45.52,13.7,19.8,15.5,N
27,3,2020,111958.24,49.32,13.6,27.6,17.8,N
28,3,2020,97923.72,47.96,14.8,27.5,16.9,N
29,3,2020,95953.2,42.34,16.5,26.4,9.5,N
30,3,2020,107687.51,57.5,15.9,21.7,13.3,N
31,3,2020,109043.86,57.69,12.2,21.4,16.9,N
1,4,2020,110991.62,62.97,11.0,23.1,15.2,N
2,4,2020,116302.66,61.54,12.4,20.7,4.2,N
3,4,2020,104294.57,48.64,13.7,23.2,12.0,N
4,4,2020,101854.16,38.38,12.8,16.6,6.1,N
5,4,2020,105098.02,23.78,9.5,16.9,4.5,N
6,4,2020,118074.57,64.76,10.7,16.5,11.5,N
7,4,2020,118404.46,55.23,11.9,16.4,9.5,N
8,4,2020,108404.01,44.73,11.7,18.6,10.7,N
9,4,2020,108587.52,43.74,8.9,21.2,15.8,N
10,4,2020,94831.23,38.44,12.7,22.0,9.5,N
11,4,2020,92097.07,19.93,13.0,15.7,11.3,N
12,4,2020,101760.09,45.98,11.0,15.3,7.7,N
13,4,2020,100025.9,56.66,12.2,18.3,14.3,N
14,4,2020,107849.83,40.84,12.1,23.4,11.1,N
15,4,2020,104547.34,27.71,15.6,23.5,11.8,N
16,4,2020,106527.94,29.8,15.4,21.5,11.3,N
17,4,2020,106943.49,30.78,11.4,18.4,10.1,N
18,4,2020,106888.54,42.66,12.9,16.4,7.9,N
19,4,2020,100737.84,35.7,11.2,19.4,11.3,N
20,4,2020,109168.6,25.62,12.0,20.8,8.1,N
21,4,2020,111417.63,33.04,8.5,19.6,9.8,N
22,4,2020,113506.01,37.88,12.8,18.2,8.8,N
23,4,2020,112872.88,20.5,9.6,19.7,9.7,N
24,4,2020,106565.29,26.64,15.1,22.3,12.7,N
25,4,2020,96845.12,17.64,10.5,21.7,10.4,N
26,4,2020,96572.94,13.56,15.4,17.7,6.6,N
27,4,2020,113471.83,33.03,8.1,18.1,12.5,N
28,4,2020,112124.06,19.57,7.1,18.9,10.4,N
29,4,2020,121307.84,32.27,11.2,19.8,3.6,N
30,4,2020,121353.33,30.41,8.9,15.5,5.4,N
1,5,2020,127238.88,24.12,7.6,13.0,5.1,N
2,5,2020,111665.73,22.88,8.3,14.2,6.2,N
3,5,2020,109669.35,36.49,9.8,15.0,8.3,N
4,5,2020,126892.26,53.06,9.4,14.8,7.0,N
5,5,2020,118839.1,33.52,8.0,19.5,11.6,N
6,5,2020,113214.27,17.06,10.2,20.1,9.7,N
7,5,2020,109642.75,15.24,15.1,21.1,6.2,N
8,5,2020,107914.05,30.7,12.6,19.6,10.7,N
9,5,2020,107786.25,22.46,12.6,14.0,5.4,N
10,5,2020,107555.19,36.46,7.2,14.5,9.0,N
11,5,2020,122550.94,37.86,7.8,17.1,7.5,N
12,5,2020,120767.8,29.43,10.3,14.8,8.5,N
13,5,2020,127145.14,43.44,10.4,14.5,8.9,N
14,5,2020,129285.09,48.12,6.6,14.7,9.8,N
15,5,2020,129112.45,51.08,4.5,15.3,10.8,N
16,5,2020,110420.89,46.53,4.5,18.0,10.7,N
17,5,2020,109774.43,47.16,5.1,18.5,10.6,N
18,5,2020,120076.64,44.49,5.5,19.4,10.5,N
19,5,2020,119789.97,44.37,8.1,17.7,4.9,N
20,5,2020,119803.98,40.06,10.3,15.8,7.8,N
21,5,2020,127563.61,58.07,9.4,13.7,6.6,N
22,5,2020,130472.2,69.66,9.1,13.6,7.8,N
23,5,2020,115234.32,40.61,9.4,13.5,5.8,N
24,5,2020,109579.82,39.99,10.9,13.8,7.9,N
25,5,2020,125532.58,46.78,5.5,16.0,10.0,N
26,5,2020,126788.84,46.71,5.4,18.5,9.4,N
27,5,2020,124189.8,50.44,5.9,17.1,7.8,Y
28,5,2020,124062.49,65.36,12.1,17.6,6.7,Y
29,5,2020,120072.09,50.14,7.2,17.1,9.6,Y
30,5,2020,102231.77,21.76,8.1,17.1,9.3,Y
31,5,2020,102684.59,30.3,12.4,17.8,8.0,Y
1,6,2020,132039.71,35.15,9.3,11.2,2.6,Y
2,6,2020,132710.36,40.3,8.4,15.6,4.9,Y
3,6,2020,130801.82,46.18,10.5,14.1,7.3,Y
4,6,2020,133322.02,52.41,9.3,13.8,9.3,Y
5,6,2020,137368.46,62.03,4.1,14.6,9.4,Y
6,6,2020,126427.92,51.81,6.0,13.3,6.6,Y
7,6,2020,119524.41,52.57,7.9,11.8,6.3,Y
8,6,2020,124792.97,64.94,4.5,12.6,8.8,Y
9,6,2020,141571.3,134.75,2.0,15.3,9.3,Y
10,6,2020,137795.8,121.18,3.9,16.7,8.8,Y
11,6,2020,141444.44,99.91,4.5,16.9,9.1,Y
12,6,2020,134684.59,50.25,4.2,15.3,9.2,Y
13,6,2020,117394.45,31.45,5.7,16.4,3.4,Y
14,6,2020,107553.0,24.88,10.4,15.2,8.0,Y
15,6,2020,121221.46,26.01,11.6,18.4,8.0,Y
16,6,2020,124473.67,34.23,13.0,17.9,6.7,Y
17,6,2020,133969.69,66.78,10.2,14.6,8.5,Y
18,6,2020,130437.32,35.14,4.6,16.9,9.1,Y
19,6,2020,120149.43,30.52,6.4,17.8,8.6,Y
20,6,2020,109644.7,34.06,12.8,16.9,8.5,Y
21,6,2020,121528.38,36.99,6.9,12.0,4.9,Y
22,6,2020,136373.43,45.9,8.1,13.0,5.5,Y
23,6,2020,131904.74,48.99,9.0,14.4,8.4,Y
24,6,2020,133100.9,56.72,10.1,14.9,8.0,Y
25,6,2020,131466.24,39.91,10.2,15.9,5.0,Y
26,6,2020,136872.56,55.54,7.9,13.8,8.8,N
27,6,2020,126938.54,48.3,6.2,13.1,7.9,N
28,6,2020,125830.75,49.2,1.7,12.5,9.3,N
29,6,2020,141431.99,42.72,2.2,15.4,9.3,N
30,6,2020,137644.86,32.46,3.0,15.2,7.7,N
1,7,2020,126614.72,33.16,9.8,17.4,9.1,N
2,7,2020,131372.71,37.37,10.2,15.1,7.3,N
3,7,2020,143010.27,43.51,7.7,10.3,4.1,N
4,7,2020,125400.27,50.03,6.5,14.5,5.7,N
5,7,2020,118507.76,50.79,8.9,12.5,6.5,N
6,7,2020,136255.34,75.96,8.1,13.1,5.8,N
7,7,2020,140264.52,88.34,8.9,11.8,4.8,N
8,7,2020,138627.11,80.39,4.9,15.7,9.4,N
9,7,2020,135266.16,70.72,5.7,17.2,8.5,N
10,7,2020,134041.23,67.74,6.4,16.9,7.9,N
11,7,2020,130088.95,81.93,7.3,11.4,3.3,N
12,7,2020,118837.05,61.72,9.0,14.2,8.3,N
13,7,2020,130119.41,61.12,8.7,15.1,7.4,N
14,7,2020,133668.94,61.11,7.7,14.2,7.6,Y
15,7,2020,135296.8,68.57,6.2,14.7,9.4,Y
16,7,2020,143158.89,86.66,4.2,11.5,8.7,Y
17,7,2020,143109.35,73.82,3.1,12.8,7.4,Y
18,7,2020,125303.88,43.53,4.0,12.5,8.3,Y
19,7,2020,114065.32,31.21,8.2,15.3,7.6,Y
20,7,2020,132894.41,58.02,7.6,13.8,8.2,Y
21,7,2020,140086.11,95.14,7.2,12.9,8.1,Y
22,7,2020,138666.11,93.88,8.1,13.3,8.4,Y
23,7,2020,142476.36,103.92,8.1,12.0,7.5,Y
24,7,2020,133822.7,61.45,6.1,13.5,10.5,Y
25,7,2020,128417.22,72.08,4.3,12.2,9.6,Y
26,7,2020,123014.56,69.92,5.0,12.8,7.2,Y
27,7,2020,132571.33,59.49,7.4,13.5,7.3,Y
28,7,2020,132720.39,59.04,9.6,15.6,8.0,Y
29,7,2020,130547.73,67.53,8.6,16.3,9.0,Y
30,7,2020,132583.64,63.22,8.0,14.2,11.3,Y
31,7,2020,132105.75,73.08,3.4,17.1,11.3,Y
1,8,2020,111590.65,47.92,5.7,16.4,11.1,Y
2,8,2020,109935.34,50.25,9.0,18.2,11.7,Y
3,8,2020,127930.36,47.69,7.5,16.0,10.2,Y
4,8,2020,140042.15,49.19,5.1,10.5,10.0,N
5,8,2020,140205.3,55.46,4.7,11.3,9.6,N
6,8,2020,140835.17,69.43,5.5,12.8,10.8,N
7,8,2020,144062.61,60.12,3.3,12.7,5.8,N
8,8,2020,121119.26,53.52,4.7,14.9,7.2,N
9,8,2020,111165.96,45.52,8.9,15.8,10.2,N
10,8,2020,125959.75,53.42,5.7,14.8,12.7,N
11,8,2020,130141.22,42.33,4.3,15.8,10.3,N
12,8,2020,127945.31,58.63,9.4,15.9,10.0,N
13,8,2020,121914.44,52.32,11.4,18.1,11.0,N
14,8,2020,124640.09,69.84,10.7,18.1,7.0,N
15,8,2020,113755.18,52.52,7.4,14.9,13.0,N
16,8,2020,111034.74,58.43,10.7,15.0,9.9,N
17,8,2020,121520.57,60.71,9.5,16.3,10.4,N
18,8,2020,119321.86,44.02,10.0,17.2,11.2,N
19,8,2020,129884.75,62.12,9.7,12.7,7.9,N
20,8,2020,123490.86,54.11,9.6,15.7,9.6,N
21,8,2020,125707.04,48.51,8.5,14.1,12.2,N
22,8,2020,127131.37,56.07,5.8,11.1,3.8,N
23,8,2020,117125.06,53.94,6.8,11.5,8.6,N
24,8,2020,134984.79,134.49,6.3,12.4,12.8,N
25,8,2020,138437.86,82.74,3.6,13.0,11.2,N
26,8,2020,129322.31,90.67,6.1,14.5,12.8,N
27,8,2020,119044.42,45.56,8.8,20.7,13.1,N
28,8,2020,118809.08,61.61,8.5,17.6,15.1,N
29,8,2020,100166.88,15.29,9.2,19.3,15.6,N
30,8,2020,98917.18,9.42,12.0,19.8,9.0,N
31,8,2020,121605.4,58.55,6.9,12.5,13.5,N
1,9,2020,119645.18,52.28,6.6,15.7,15.9,N
2,9,2020,113547.67,31.77,8.6,22.0,12.1,N
3,9,2020,109327.46,25.57,12.9,19.9,13.5,N
4,9,2020,114865.64,37.04,9.0,17.3,12.7,N
5,9,2020,105534.01,49.74,9.7,16.6,15.0,N
6,9,2020,95865.14,26.52,6.9,19.2,16.9,N
7,9,2020,99778.2,18.91,8.8,22.9,17.1,N
8,9,2020,112421.09,35.9,16.6,19.9,4.8,N
9,9,2020,112140.47,37.02,8.1,15.6,14.8,N
10,9,2020,109328.34,31.15,5.4,21.4,17.5,N
11,9,2020,106643.05,22.39,10.4,19.4,13.4,N
12,9,2020,111644.6,34.26,13.3,16.0,4.0,N
13,9,2020,96225.91,28.33,11.9,17.2,16.5,N
14,9,2020,107196.61,41.85,11.1,16.6,18.1,N
15,9,2020,113008.77,44.31,7.4,15.8,18.3,N
16,9,2020,110807.72,34.97,7.1,22.8,17.4,N
17,9,2020,115643.44,34.7,11.8,15.5,9.4,N
18,9,2020,112335.7,40.84,8.4,18.7,13.6,N
19,9,2020,93384.0,24.27,11.3,26.3,17.1,N
20,9,2020,86891.23,23.05,17.1,22.0,16.7,N
21,9,2020,100977.95,34.25,16.6,19.8,13.0,N
22,9,2020,103200.64,25.93,12.3,18.9,16.8,N
23,9,2020,112412.44,34.21,10.6,15.1,12.3,N
24,9,2020,117535.71,51.78,8.2,15.0,13.9,N
25,9,2020,126354.68,53.43,7.2,11.9,7.2,N
26,9,2020,106694.96,33.44,6.2,13.4,15.0,N
27,9,2020,101703.49,57.92,8.8,13.4,20.9,N
28,9,2020,114651.14,59.75,6.5,13.6,18.3,N
29,9,2020,112076.46,42.12,4.3,21.0,18.4,N
30,9,2020,113620.21,38.06,10.7,19.4,13.0,N
1,10,2020,106641.79,34.65,9.4,19.5,21.2,N
2,10,2020,99585.83,-6.08,12.8,26.0,22.0,N
3,10,2020,92277.02,-1.98,17.4,29.4,19.8,N
4,10,2020,94081.56,25.01,13.5,29.5,8.4,N
5,10,2020,113610.03,36.76,9.1,12.7,7.3,N
6,10,2020,122607.56,75.77,8.9,12.6,5.8,N
